Episode,Total_Reward,Epsilon,Average_Loss
139,-8806.0,0.4982051627146237,3670.015160454644
140,-12196.0,0.49571413690105054,3985.3767605251737
141,-8336.0,0.4932355662165453,3796.1586953904894
142,-10303.0,0.4907693883854626,3773.8466534932454
143,-11859.0,0.4883155414435353,3678.852258131239
144,-6926.0,0.4858739637363176,3955.8839310540093
145,-9603.0,0.483444593917636,3558.1761520385744
146,-8618.0,0.4810273709480478,3626.7836102379692
147,-12423.0,0.47862223409330756,3610.3694630093046
148,-10645.0,0.47622912292284103,3697.50343653361
149,-7802.0,0.4738479773082268,3538.408132849799
150,-10622.0,0.47147873742168567,3619.724535369873
151,-10462.0,0.46912134373457726,3614.512527041965
152,-9077.0,0.46677573701590436,3549.9986837599013
153,-8493.0,0.46444185833082485,3652.770350138346
154,-7913.0,0.46211964903917074,3483.7156380547417
155,-9249.0,0.4598090507939749,3545.781607055664
156,-12514.0,0.457510005540005,3394.056219100952
157,-15069.0,0.45522245551230495,3568.27384668986
158,-8530.0,0.4529463432347434,3455.611880069309
159,-9370.0,0.4506816115185697,3520.6835896809894
160,-7715.0,0.4484282034609769,3413.428457599216
161,-11812.0,0.446186062443672,3543.2272265964084
162,-7674.0,0.4439551321314536,3674.848875088162
163,-8408.0,0.4417353564707963,3481.495772382948
164,-11988.0,0.43952667968844233,3407.1771375020344
165,-7790.0,0.43732904629000013,3448.762802039252
166,-8789.0,0.4351424010585501,3377.660818862915
167,-14348.0,0.43296668905325736,3581.295502726237
168,-9088.0,0.43080185560799106,3428.149338022868
169,-9400.0,0.4286478463299511,3282.7568166944716
170,-15393.0,0.42650460709830135,3424.7952535417344
171,-8353.0,0.42437208406280985,3124.122500101725
172,-8558.0,0.4222502236424958,3496.7336096021863
173,-10293.0,0.42013897252428334,3428.7494187249076
174,-7315.0,0.4180382776616619,3293.6587487114803
175,-6756.0,0.4159480862733536,3275.4036716461183
176,-12064.0,0.41386834584198684,3290.7482848273385
177,-17470.0,0.4117990041127769,3668.0596425374347
178,-6044.0,0.40974000909221303,3876.8352485656737
179,-9888.0,0.40769130904675194,3405.68913959927
180,-12464.0,0.40565285250151817,3483.2613229963513
181,-13036.0,0.4036245882390106,3846.1356984880235
182,-16081.0,0.4016064652978155,3839.9514948527017
183,-9562.0,0.3995984329713264,3861.836206987169
184,-8354.0,0.3976004408064698,3782.7742745717364
185,-11352.0,0.39561243860243744,3955.6081887986925
186,-9545.0,0.3936343764094253,3908.393833457099
187,-7975.0,0.39166620452737816,4056.1135832044815
188,-7964.0,0.3897078735047413,3895.5361571417916
189,-6654.0,0.3877593341372176,4220.234599897596
190,-7881.0,0.3858205374665315,3671.5197513156468
191,-11049.0,0.38389143477919885,4082.5585466596817
192,-8887.0,0.3819719776053028,4105.619015884399
193,-9467.0,0.3800621177172763,4049.257312774658
194,-7696.0,0.37816180712868996,4106.77452498542
195,-8317.0,0.37627099809304654,4162.2809457567
196,-8782.0,0.3743896431025813,4039.866266123454
197,-7242.0,0.37251769488706843,3950.674428367615
198,-7755.0,0.3706551064126331,4410.611288367378
199,-7231.0,0.36880183088056995,4074.2109358469647
200,-8455.0,0.3669578217261671,4260.52828233507
201,-8718.0,0.36512303261753626,4285.73049981859
202,-7818.0,0.3632974174544486,3839.2716143290204
203,-8441.0,0.3614809303671764,4222.567622841729
204,-10293.0,0.3596735257153405,4305.729792319404
205,-12565.0,0.3578751580867638,4050.389515092638
206,-15286.0,0.35608578229633,4175.456746037801
207,-7852.0,0.3543053533848483,4250.280610063341
208,-9409.0,0.35253382661792404,4327.204903539022
209,-5983.0,0.3507711574848344,4316.408712514241
210,-7884.0,0.34901730169741024,4429.053393385146
211,-9120.0,0.3472722151889232,4232.076855977376
212,-13769.0,0.3455358541129786,4121.586759058634
213,-6307.0,0.3438081748424137,4592.350556225247
214,-8128.0,0.3420891339682016,4298.889852820503
215,-6479.0,0.3403786882983606,4549.659417766995
216,-6111.0,0.3386767948568688,4107.806334092882
217,-8315.0,0.33698341088258443,4554.932952245076
218,-9138.0,0.3352984938281715,4513.284441502889
219,-8428.0,0.33362200135903064,4597.001755650838
220,-6686.0,0.33195389135223546,4547.6576068454315
221,-13521.0,0.3302941218954743,4407.508665275574
222,-8301.0,0.32864265128599696,4495.1477466159395
223,-8013.0,0.326999438029567,4253.146950742934
224,-7415.0,0.3253644408394192,4314.561746342977
225,-9670.0,0.3237376186352221,4121.061071395874
226,-7162.0,0.322118930542046,4195.846561686198
227,-7214.0,0.32050833588933575,4266.168700112237
228,-10060.0,0.31890579420988907,4261.526235283745
229,-6632.0,0.3173112652388396,4392.561137093438
230,-5877.0,0.3157247089126454,4014.951774597168
231,-8660.0,0.3141460853680822,4266.00515821245
232,-7289.0,0.3125753549412418,4325.787184609308
233,-7533.0,0.31101247816653554,4372.367634497748
234,-5350.0,0.30945741577570285,4165.756339942084
235,-6391.0,0.3079101286968243,3937.5558031506007
236,-9221.0,0.3063705780533402,3914.589901775784
237,-10422.0,0.30483872516307353,4271.379132376776
238,-9060.0,0.3033145315372582,4193.600783538818
239,-9413.0,0.3017979588795719,4489.518014738294
240,-7122.0,0.30028896908517405,4801.230541186863
241,-6815.0,0.2987875242397482,4260.777771165636
242,-7272.0,0.29729358661854943,4386.89075334337
243,-7130.0,0.29580711868545667,4369.689533233643
244,-5196.0,0.2943280830920294,4628.979955037435
245,-7659.0,0.29285644267656924,4556.278380076091
246,-9867.0,0.2913921604631864,4324.6161952548555
247,-7557.0,0.28993519966087045,4209.33986538781
248,-5994.0,0.2884855236625661,3985.8639134724936
249,-8256.0,0.28704309604425327,4098.740055253771
250,-9518.0,0.285607880564032,4165.011033248901
251,-6335.0,0.28417984116121187,4366.805888960096
252,-5474.0,0.2827589419554058,4191.626604334513
253,-9492.0,0.28134514724562876,4076.643136893378
254,-9182.0,0.2799384215094006,4306.058213594225
255,-8525.0,0.27853872940185365,4337.602885691324
256,-14581.0,0.27714603575484437,4547.002040312025
257,-11608.0,0.2757603055760701,4775.454402372572
258,-9832.0,0.2743815040481898,4699.388282457988
259,-5321.0,0.2730095965279488,4395.8971332550045
260,-12877.0,0.27164454854530906,4383.883672396342
261,-11248.0,0.2702863258025825,4577.282987785339
262,-6223.0,0.2689348941735696,4733.323326280382
263,-9940.0,0.26759021970270175,4579.547774802314
264,-11613.0,0.2662522686041882,4724.4504834493
265,-13011.0,0.2649210072611673,4824.651310729981
266,-6314.0,0.26359640222486147,5209.828805711534
267,-7935.0,0.26227842021373715,5101.363983450996
268,-9070.0,0.2609670281126685,4485.385975901286
269,-6938.0,0.25966219297210513,4575.916552437677
270,-12013.0,0.2583638820072446,4956.965034866333
271,-8421.0,0.2570720625972084,4730.666581556532
272,-5379.0,0.25578670228422234,4803.378614086575
273,-6686.0,0.25450776877280124,4928.005747434828
274,-7161.0,0.2532352299289372,4622.0366065555145
275,-6505.0,0.2519690537792925,4922.181477398342
276,-6901.0,0.2507092085103961,4846.858840221829
277,-6841.0,0.2494556624678441,4661.793798934089
278,-9288.0,0.24820838415550486,4867.641535716587
279,-8239.0,0.24696734223472733,4542.505677753024
280,-8968.0,0.2457325055235537,4802.731002383762
281,-5464.0,0.24450384299593592,5076.924204889933
282,-7221.0,0.24328132378095624,5436.581550937229
283,-6840.0,0.24206491716205145,5116.039565489027
284,-5989.0,0.2408545925762412,4843.732620112101
285,-16023.0,0.23965031961336,5048.321981599596
286,-11207.0,0.2384520680152932,5544.18494697147
287,-5819.0,0.23725980767521673,5580.460111914741
288,-11259.0,0.23607350863684065,5927.279702165391
289,-4541.0,0.23489314109365644,6016.7654215494795
290,-6013.0,0.23371867538818816,5532.567271720039
291,-7702.0,0.23255008201124722,5510.427196163601
292,-8302.0,0.231387331601191,6146.001150004069
293,-5163.0,0.23023039494318503,6250.7168875800235
294,-4779.0,0.2290792429684691,5703.770994737413
295,-7129.0,0.22793384675362674,6111.017194875081
296,-9384.0,0.22679417751985861,5503.640864859687
297,-5574.0,0.22566020663225933,6124.763494406806
298,-5460.0,0.22453190559909803,5721.275911797417
299,-6279.0,0.22340924607110255,5575.607752291361
300,-6599.0,0.22229219984074702,6168.250949266222
301,-9415.0,0.2211807388415433,5929.050327237447
302,-5350.0,0.22007483514733558,5895.305669191149
303,-5891.0,0.2189744609715989,5984.387595113119
304,-10273.0,0.2178795886667409,5868.254042731391
305,-4722.0,0.2167901907234072,6228.9569144143
306,-5251.0,0.21570623976979014,6285.366467115614
307,-9084.0,0.21462770857094118,5898.720273039076
308,-4766.0,0.21355457002808648,6368.181853697035
309,-9715.0,0.21248679717794605,6057.301946640015
310,-13443.0,0.21142436319205632,6209.300127071804
311,-7744.0,0.21036724137609603,5930.212951956855
312,-7316.0,0.20931540516921554,6130.28885307312
313,-7543.0,0.20826882814336947,6197.834263822768
314,-5935.0,0.20722748400265262,6024.252328703138
315,-6848.0,0.20619134658263935,6505.2078060574
316,-15151.0,0.20516038984972615,6363.963307423061
317,-4857.0,0.2041345879004775,6698.442229715983
318,-5679.0,0.2031139149609751,6672.208605278863
319,-10081.0,0.20209834538617025,6083.873337067498
320,-4608.0,0.2010878536592394,6736.919691297743
321,-7202.0,0.2000824143909432,5984.9662696414525
322,-5375.0,0.19908200231898848,6523.909345987108
323,-6981.0,0.19808659230739353,6712.468467373318
324,-6989.0,0.19709615934585656,5859.814716127184
325,-5771.0,0.19611067854912728,6278.400011253357
326,-6569.0,0.19513012515638165,6240.534312375386
327,-8899.0,0.19415447453059972,7244.505521774292
328,-6792.0,0.19318370215794672,6662.072050560845
329,-9709.0,0.192217783647157,6562.4988608042395
330,-5588.0,0.1912566947289212,6704.908555094401
331,-5232.0,0.1903004112552766,7078.975254567465
332,-5195.0,0.18934890919900021,6420.899847708808
333,-6817.0,0.18840216465300522,6731.488904613919
334,-7636.0,0.18746015382974018,6547.878232849969
335,-4896.0,0.1865228530605915,6365.221937349108
336,-11383.0,0.18559023879528855,6532.924006440904
337,-5877.0,0.1846622876013121,7004.4747156355115
338,-4435.0,0.18373897616330553,7160.666437106663
339,-5758.0,0.182820281282489,6631.243457200792
340,-14666.0,0.18190617987607657,6794.149306615193
341,-9628.0,0.18099664897669618,6951.06775326199
342,-5229.0,0.1800916657318127,6635.784940041436
343,-6460.0,0.17919120740315364,7051.808504231771
344,-13842.0,0.17829525136613786,7158.923746109009
345,-10655.0,0.17740377510930716,6263.187820540534
346,-6940.0,0.17651675623376062,6970.211154958937
347,-10677.0,0.1756341724525918,7043.392181608412
348,-4755.0,0.17475600159032884,7545.496736674839
349,-10449.0,0.17388222158237718,7481.507875315348
350,-5713.0,0.1730128104744653,7374.381285328335
351,-4629.0,0.17214774642209296,7038.160126961602
352,-7980.0,0.1712870076899825,7075.7209977044
353,-7963.0,0.17043057265153258,7379.134203381009
354,-4385.0,0.16957841978827493,7322.85395242903
355,-5566.0,0.16873052768933355,7183.170717196995
356,-4057.0,0.1678868750508869,6590.347739537557
357,-5283.0,0.16704744067563246,7163.345749982198
358,-6019.0,0.1662122034722543,7560.797832849291
359,-5966.0,0.16538114245489302,6635.980975850423
360,-3974.0,0.16455423674261854,6899.224074215359
361,-5368.0,0.16373146555890544,6522.611179478963
362,-4602.0,0.16291280823111093,6509.585276285808
363,-5332.0,0.16209824418995536,6975.570021014743
364,-5252.0,0.16128775296900558,6793.055321862963
365,-7064.0,0.16048131420416054,7204.139538192749
366,-5345.0,0.15967890763313974,7249.963253445096
367,-8976.0,0.15888051309497406,7177.0084947374135
368,-5244.0,0.1580861105294992,7273.427557118734
369,-4812.0,0.1572956799768517,6951.226098993089
370,-7515.0,0.15650920157696743,7297.684451738994
371,-8052.0,0.1557266555690826,7608.277151955499
372,-3803.0,0.1549480222912372,7828.80579041375
373,-4435.0,0.15417328217978102,7354.47952931722
374,-4757.0,0.1534024157688821,7760.724518118965
375,-5193.0,0.1526354036900377,7933.64316567315
376,-7440.0,0.1518722266715875,7468.530103853014
377,-7217.0,0.15111286553822956,8689.221351665921
378,-8536.0,0.15035730121053842,7914.96886177063
379,-5088.0,0.14960551470448571,7921.794586054484
380,-4213.0,0.14885748713096328,7695.487650171915
381,-4409.0,0.14811319969530845,7993.257448281182
382,-5079.0,0.1473726336968319,7829.84086227417
383,-6397.0,0.14663577052834775,7691.249209001329
384,-6800.0,0.14590259167570602,8586.683655717638
385,-4845.0,0.1451730787173275,7666.216759109497
386,-4106.0,0.14444721332374086,7661.5775537702775
387,-4960.0,0.14372497725712216,7425.012282689412
388,-8098.0,0.14300635237083656,8122.145392862955
389,-4208.0,0.14229132060898236,8063.407961993747
390,-4294.0,0.14157986400593744,7893.093972184923
391,-10765.0,0.14087196468590776,8140.604711786906
392,-7721.0,0.14016760486247823,8390.162987984551
393,-5514.0,0.13946676683816583,8080.53651354048
394,-7797.0,0.138769433003975,7834.726467556424
395,-4509.0,0.13807558583895513,7997.133495797051
396,-7760.0,0.13738520790976036,7513.094137149387
397,-5647.0,0.13669828187021155,8022.312770038181
398,-5718.0,0.13601479046086049,7673.79069243537
399,-4960.0,0.1353347165085562,8141.239767286513
400,-4393.0,0.1346580429260134,7696.1036054823135
401,-6825.0,0.13398475271138335,7627.073354593913
402,-5653.0,0.13331482894782642,7666.455952665541
403,-6380.0,0.13264825480308728,7288.840701844957
404,-4871.0,0.13198501352907185,7568.6217429055105
405,-5702.0,0.1313250884614265,7354.966956244574
406,-4273.0,0.13066846301911936,7281.0968460083
407,-7029.0,0.13001512070402377,7318.5354494306775
408,-6528.0,0.12936504510050365,7672.490663634406
409,-6619.0,0.12871821987500112,7673.815610779657
410,-10308.0,0.12807462877562611,7879.747241083781
411,-7056.0,0.12743425563174798,8381.195794296265
412,-6091.0,0.12679708435358925,8067.180690171984
413,-6935.0,0.1261630989318213,7884.695591439141
414,-6623.0,0.1255322834371622,8328.052627393934
415,-6491.0,0.12490462201997637,8134.061587376064
416,-7336.0,0.1242800989098765,7755.061068725586
417,-4859.0,0.12365869841532712,8136.697006861369
418,-7549.0,0.12304040492325048,8226.82345208062
419,-4663.0,0.12242520289863423,7513.306490580241
420,-5069.0,0.12181307688414106,7449.2726313273115
421,-4571.0,0.12120401149972035,7485.455725902982
422,-4800.0,0.12059799144222175,7594.1050013224285
423,-4892.0,0.11999500148501063,8025.366634962294
424,-3786.0,0.11939502647758558,7679.463412941826
425,-8150.0,0.11879805134519765,7505.484723027547
426,-3802.0,0.11820406108847166,7551.282397418552
427,-4197.0,0.1176130407830293,8050.492699135674
428,-7095.0,0.11702497557911415,8248.29119076199
429,-5497.0,0.11643985070121858,7447.663091659546
430,-4750.0,0.11585765144771248,7862.220981513129
431,-5629.0,0.11527836319047392,7636.1722529941135
432,-5228.0,0.11470197137452155,6781.245294570923
433,-5560.0,0.11412846151764894,6915.757169553968
434,-5172.0,0.1135578192100607,6977.694762674967
435,-7255.0,0.11299003011401039,7325.058515040079
436,-4692.0,0.11242507996344034,6463.661175261604
437,-3929.0,0.11186295456362313,6040.597261428833
438,-10634.0,0.11130363979080501,6185.87317061954
439,-5488.0,0.11074712159185099,6695.688687748379
440,-5079.0,0.11019338598389174,6224.334645546807
441,-4673.0,0.10964241905397228,6195.944561894735
442,-4497.0,0.10909420695870241,6194.936283662584
443,-7606.0,0.1085487359239089,6344.108610026042
444,-8490.0,0.10800599224428936,6391.825232929654
445,-6142.0,0.10746596228306791,6133.669476911757
446,-6903.0,0.10692863247165257,6400.7009534623885
447,-6138.0,0.1063939893092943,6512.899936294556
448,-9259.0,0.10586201936274783,6323.998713090685
449,-7251.0,0.10533270926593409,5871.579993459914
450,-6381.0,0.10480604571960442,6186.715883594089
451,-4754.0,0.1042820154910064,5948.294368277656
452,-6451.0,0.10376060541355137,6073.299862458971
453,-4502.0,0.1032418023864836,5620.152801937527
454,-6809.0,0.10272559337455119,5772.402279790243
455,-3901.0,0.10221196540767843,6130.286891492208
456,-6874.0,0.10170090558064004,6145.103867827522
457,-5376.0,0.10119240105273684,5436.333997684055
458,-3522.0,0.10068643904747315,5644.405386734009
459,-4713.0,0.10018300685223579,5496.692013888889
460,-4735.0,0.0996820918179746,4928.46600227356
461,-4607.0,0.09918368135888474,4972.568278355068
462,-4696.0,0.09868776295209031,4982.878962665134
463,-3960.0,0.09819432413732986,5067.568222384983
464,-3044.0,0.09770335251664321,5141.143286514282
465,-3702.0,0.09721483575406,4972.775196372138
466,-4430.0,0.09672876157528969,5125.527331267463
467,-5391.0,0.09624511776741324,4494.813608190749
468,-4061.0,0.09576389217857617,4551.061320198907
469,-4554.0,0.09528507271768329,4485.929290284051
470,-3996.0,0.09480864735409487,4435.331359248691
471,-9090.0,0.0943346041173244,4645.778725518121
472,-4924.0,0.09386293109673778,4520.082810084025
473,-7216.0,0.09339361644125409,4284.717840703329
474,-4160.0,0.09292664835904782,4538.508638148837
475,-6722.0,0.09246201511725258,4439.857502873739
476,-5243.0,0.09199970504166631,4565.704652934604
477,-3655.0,0.09153970651645797,4664.149483956231
478,-4649.0,0.09108200798387568,4372.1992798699275
479,-6613.0,0.0906265979439563,4399.983852556017
480,-5043.0,0.09017346495423652,4796.55031513638
481,-4337.0,0.08972259762946533,4267.360803010729
482,-8165.0,0.089273984641318,4392.615017170377
483,-5631.0,0.0888276147181114,4327.151906924778
484,-5754.0,0.08838347664452084,4246.088931783041
485,-4041.0,0.08794155926129824,3958.86242858039
486,-7137.0,0.08750185146499175,4564.700549019708
487,-5096.0,0.08706434220766679,4265.943844943577
488,-4428.0,0.08662902049662846,4274.900144619412
489,-3566.0,0.08619587539414532,4305.021628952027
490,-5699.0,0.08576489601717459,3950.635310512119
491,-5115.0,0.08533607153708872,4315.691259299384
492,-4266.0,0.08490939117940327,3965.5026793373954
493,-4693.0,0.08448484422350626,3610.320150121053
494,-5797.0,0.08406242000238873,3720.1245743645563
495,-5281.0,0.08364210790237678,3935.4008876376683
496,-3703.0,0.0832238973628649,3688.400557454427
497,-3657.0,0.08280777787605056,3658.3693182203506
498,-3560.0,0.08239373898667031,3274.038091723124
499,-6884.0,0.08198177029173696,3665.3033699035645
500,-4752.0,0.08157186144027828,3447.7015693664553
501,-3856.0,0.0811640021330769,3443.3828361511232
502,-6375.0,0.08075818212241151,3451.6025292290583
503,-3989.0,0.08035439121179945,3630.9730000389945
504,-7615.0,0.07995261925574046,3476.664844258626
505,-4320.0,0.07955285615946175,3516.692020501031
506,-8285.0,0.07915509187866444,3579.994150204129
507,-4128.0,0.07875931641927113,3314.8685446633235
508,-5921.0,0.07836551983717477,3401.739391623603
509,-4331.0,0.07797369223798889,3193.945569928487
510,-4254.0,0.07758382377679894,3143.64667101966
511,-9216.0,0.07719590465791494,3233.6384953392876
512,-3571.0,0.07680992513462537,3028.6718535529244
513,-14975.0,0.07642587550895225,3145.162125290765
514,-4625.0,0.07604374613140748,3212.905590502421
515,-3387.0,0.07566352740075044,3236.2743302663166
516,-4775.0,0.07528520976374668,3481.7344635009767
517,-5455.0,0.07490878371492794,3128.5566283543903
518,-3990.0,0.0745342397963533,3429.455463027954
519,-6175.0,0.07416156859737154,3262.2373970243666
520,-3543.0,0.07379076075438468,3047.50836775038
521,-4092.0,0.07342180695061275,3218.1370774163142
522,-3629.0,0.07305469791585968,2963.7084510803224
523,-7228.0,0.07268942442628039,3090.3122617085774
524,-4067.0,0.07232597730414898,3012.1378917270235
525,-12579.0,0.07196434741762824,3256.4321588940093
526,-3684.0,0.0716045256805401,3274.477998775906
527,-8426.0,0.0712465030521374,3149.6192243999903
528,-5493.0,0.0708902705368767,3217.7792379803127
529,-4138.0,0.07053581918419231,3283.0311901092527
530,-3855.0,0.07018314008827135,3016.3243425157334
531,-3773.0,0.06983222438783,2936.3149324629044
532,-5657.0,0.06948306326589085,3001.7654318703544
533,-5966.0,0.0691356479495614,2976.1095394134522
534,-3747.0,0.06878996970981359,2983.1844316482543
535,-7798.0,0.06844601986126451,3009.459664493137
536,-4090.0,0.06810378976195819,3116.593283420139
537,-3159.0,0.0677632708131484,2722.330416827732
538,-6528.0,0.06742445445908266,2815.769105741713
539,-9428.0,0.06708733218678724,2840.23484533098
540,-4582.0,0.0667518955258533,2811.1147924423217
541,-4537.0,0.06641813604822402,2703.545183033413
542,-6042.0,0.0660860453679829,2909.223403316074
543,-9627.0,0.06575561514114299,2688.124078157213
544,-5452.0,0.06542683706543727,3003.7420972188315
545,-3647.0,0.06509970288011008,2987.1792760849
546,-4534.0,0.06477420436570952,2874.044887775845
547,-3716.0,0.06445033334388098,2679.503232362535
548,-3571.0,0.06412808167716157,2780.5299799813165
549,-6437.0,0.06380744126877576,2672.6993530485365
550,-4331.0,0.06348840406243188,2757.8781529744465
551,-9963.0,0.06317096204211972,2714.954861365424
552,-8857.0,0.06285510723190912,3003.763243145413
553,-3990.0,0.06254083169574957,3022.1216076744927
