Episode,Total_Reward,Epsilon,Average_Loss
554,-4598.0,0.062228127537270826,2803.4517876731024
555,-9396.0,0.06191698689958447,2608.344369973077
556,-6861.0,0.061607401965086545,2753.1031648847793
557,-4852.0,0.06129936495526111,2930.681179322137
558,-3667.0,0.0609928681304848,2837.1715905507403
559,-10312.0,0.060687903789832374,3038.577504963345
560,-4492.0,0.06038446427088321,2793.365055656433
561,-3841.0,0.06008254194952879,2782.853564474318
562,-3663.0,0.05978212923978115,2741.86016453637
563,-3101.0,0.05948321859358224,2764.9496310340032
564,-9071.0,0.05918580250061433,2772.9048441992863
565,-4588.0,0.058889873488111255,2703.843673960368
566,-3776.0,0.058595424120670696,2631.943753581577
567,-3493.0,0.05830244700006734,2839.7078079859416
568,-5058.0,0.058010934765067,2637.8447778065997
569,-3779.0,0.05772088009124167,2647.9648895051746
570,-4755.0,0.05743227569078546,2918.8624313990276
571,-3864.0,0.05714511431233153,2731.490121311612
572,-6579.0,0.05685938874076987,2737.893581729465
573,-10800.0,0.056575091797066025,2689.16559009552
574,-5261.0,0.056292216338080694,2753.3324239942763
575,-7713.0,0.05601075525639029,2842.486893908183
576,-3469.0,0.05573070148010834,2692.9746338738337
577,-4588.0,0.0554520479727078,2732.510438622369
578,-8914.0,0.05517478773284426,2793.780368063185
579,-5019.0,0.05489891379418004,2864.712479125129
580,-3403.0,0.05462441922520914,2786.6340042538113
581,-13170.0,0.0543512971290831,3012.7691601859196
582,-5806.0,0.05407954064343768,2656.7482095506457
583,-5478.0,0.05380914294022049,2812.4609253565472
584,-4418.0,0.05354009722551939,2977.6306522157456
585,-3570.0,0.05327239673939179,2972.2145792219376
586,-12984.0,0.053006034755694834,2704.6920063442653
587,-3938.0,0.052741004581916356,3014.937436506483
588,-3529.0,0.052477299559006776,2993.0483920839097
589,-4688.0,0.052214913061211746,2889.7995463053385
590,-5256.0,0.05195383849590569,2860.180923906962
591,-4878.0,0.05169406930342616,2818.168155839708
592,-3313.0,0.05143559895690903,2993.9976989534166
593,-3878.0,0.051178420962124486,2887.4402342054577
594,-7192.0,0.05092252885731386,3046.737534798516
595,-3898.0,0.05066791621302729,2886.486395157708
596,-4776.0,0.05041457663196215,3049.4512017991806
597,-4093.0,0.050162503748802344,3079.8952944861517
598,-4622.0,0.049911691230058335,3023.3560177697077
599,-6943.0,0.049911691230058335,3033.559141243829
600,-5720.0,0.049911691230058335,3174.038958697849
601,-5371.0,0.049911691230058335,3212.2063052283393
602,-3637.0,0.049911691230058335,3126.24726846483
603,-4115.0,0.049911691230058335,3312.729743554857
604,-3795.0,0.049911691230058335,3110.6057710223727
605,-2786.0,0.049911691230058335,3346.3507189220854
606,-5206.0,0.049911691230058335,3087.913696161906
607,-4629.0,0.049911691230058335,3205.6429469214545
608,-4032.0,0.049911691230058335,3085.356306054857
609,-7413.0,0.049911691230058335,3058.9174447377522
610,-10746.0,0.049911691230058335,3372.9856011072793
611,-5536.0,0.049911691230058335,3032.5848227183023
612,-2949.0,0.049911691230058335,3194.535998747084
613,-4019.0,0.049911691230058335,3163.4674938201906
614,-4377.0,0.049911691230058335,3235.3953390333386
615,-7474.0,0.049911691230058335,3199.9127957873875
616,-4937.0,0.049911691230058335,3072.3298486073813
617,-6150.0,0.049911691230058335,2964.736657079061
618,-3979.0,0.049911691230058335,3164.3805512534245
619,-4450.0,0.049911691230058335,2880.1783659829034
620,-4022.0,0.049911691230058335,3081.4609586715696
621,-4169.0,0.049911691230058335,3014.9428280512493
622,-4634.0,0.049911691230058335,2911.1390665690105
623,-3868.0,0.049911691230058335,2971.6052748998004
624,-5990.0,0.049911691230058335,2832.9044698927137
625,-4260.0,0.049911691230058335,2853.1799458185833
626,-10162.0,0.049911691230058335,2768.4915159649318
627,-4454.0,0.049911691230058335,2768.2666007995604
628,-8012.0,0.049911691230058335,2961.6670521206324
629,-7177.0,0.049911691230058335,2979.758187590705
630,-4058.0,0.049911691230058335,2850.9720552020603
631,-16515.0,0.049911691230058335,2748.1316162957087
632,-3784.0,0.049911691230058335,2866.7251634809704
633,-12111.0,0.049911691230058335,2916.4921154658
634,-3038.0,0.049911691230058335,2828.82217180464
635,-4513.0,0.049911691230058335,2987.249161805047
636,-7248.0,0.049911691230058335,3026.6478348626033
637,-6199.0,0.049911691230058335,2992.804252518548
638,-4162.0,0.049911691230058335,3021.8564940346614
639,-6067.0,0.049911691230058335,3063.8771511925593
640,-6087.0,0.049911691230058335,3076.5534623040094
641,-7322.0,0.049911691230058335,2889.3965062035454
642,-5735.0,0.049911691230058335,3273.211213048299
643,-3302.0,0.049911691230058335,3314.926151890225
644,-5887.0,0.049911691230058335,3239.7193451563517
645,-7338.0,0.049911691230058335,3203.5394663068982
646,-4847.0,0.049911691230058335,3331.1685008154973
647,-6084.0,0.049911691230058335,3501.5568638271757
648,-5699.0,0.049911691230058335,3387.3910595999823
649,-4639.0,0.049911691230058335,3803.2968165503607
650,-4429.0,0.049911691230058335,3426.35151485867
651,-5902.0,0.049911691230058335,3474.8015211317274
652,-6792.0,0.049911691230058335,3505.7564206441243
653,-4699.0,0.049911691230058335,3511.252978812324
654,-6170.0,0.049911691230058335,3531.0451110839845
655,-3598.0,0.049911691230058335,3548.2852475908066
656,-3863.0,0.049911691230058335,3498.4785036087037
657,-6640.0,0.049911691230058335,3588.597582160102
658,-7999.0,0.049911691230058335,3416.700607003106
659,-4061.0,0.049911691230058335,3706.970126385159
660,-3956.0,0.049911691230058335,3566.09569062127
661,-3034.0,0.049911691230058335,3488.034362581041
662,-4399.0,0.049911691230058335,3783.8712682935925
663,-5100.0,0.049911691230058335,3641.298585128784
664,-4971.0,0.049911691230058335,3543.3146834055583
665,-5850.0,0.049911691230058335,3403.681437471178
666,-7659.0,0.049911691230058335,3474.4076486799454
667,-3451.0,0.049911691230058335,3498.22045457628
668,-7834.0,0.049911691230058335,3442.592304865519
669,-5273.0,0.049911691230058335,3666.0452719370523
670,-5164.0,0.049911691230058335,3515.160112635295
671,-4571.0,0.049911691230058335,3576.5447191874187
672,-4542.0,0.049911691230058335,3686.9285065544977
673,-4494.0,0.049911691230058335,3672.6981494055854
674,-4856.0,0.049911691230058335,3631.267465464274
675,-6193.0,0.049911691230058335,3532.1737337324353
676,-6990.0,0.049911691230058335,3533.785690519545
677,-4344.0,0.049911691230058335,3690.016316774156
678,-6200.0,0.049911691230058335,3726.4474456363255
679,-4702.0,0.049911691230058335,3638.7102377997503
680,-5150.0,0.049911691230058335,3555.7147474077015
681,-5909.0,0.049911691230058335,3631.2072895473902
682,-3926.0,0.049911691230058335,3282.5520306269327
683,-4274.0,0.049911691230058335,3614.4772791968453
684,-3892.0,0.049911691230058335,3449.769136428833
685,-3705.0,0.049911691230058335,3566.918132019043
686,-3544.0,0.049911691230058335,3414.430628204346
687,-9240.0,0.049911691230058335,3250.409803475274
688,-2939.0,0.049911691230058335,3525.46155696445
689,-7498.0,0.049911691230058335,3203.4890282948813
690,-4750.0,0.049911691230058335,3222.0057818518744
691,-3378.0,0.049911691230058335,3155.3813505384655
692,-4003.0,0.049911691230058335,3172.0116318172877
693,-3636.0,0.049911691230058335,3065.818379656474
694,-3467.0,0.049911691230058335,3076.5254894680447
695,-2836.0,0.049911691230058335,3074.9951683680215
696,-7531.0,0.049911691230058335,3118.601552030775
697,-4871.0,0.049911691230058335,3159.1078157213
698,-3936.0,0.049911691230058335,3044.4943452623156
699,-5805.0,0.049911691230058335,3051.9662158966066
700,-9189.0,0.049911691230058335,3001.5863973829482
701,-7922.0,0.049911691230058335,3137.471928744846
702,-4575.0,0.049911691230058335,3287.522872606913
703,-3344.0,0.049911691230058335,3122.036491224501
704,-2947.0,0.049911691230058335,3237.198084364997
705,-5848.0,0.049911691230058335,3003.183136961195
706,-3888.0,0.049911691230058335,3050.1794880337184
707,-2958.0,0.049911691230058335,3084.012792417738
708,-5444.0,0.049911691230058335,3208.484691174825
709,-4201.0,0.049911691230058335,3154.821001646254
710,-3863.0,0.049911691230058335,2998.3679711659747
711,-4679.0,0.049911691230058335,3076.302107196384
712,-8029.0,0.049911691230058335,3002.1845502641468
713,-2708.0,0.049911691230058335,3230.464816538493
714,-5305.0,0.049911691230058335,3089.204227617052
715,-6550.0,0.049911691230058335,3182.0689227634007
716,-3343.0,0.049911691230058335,3070.122421667311
717,-4117.0,0.049911691230058335,3207.5492398579913
718,-3626.0,0.049911691230058335,3279.2653954823813
719,-4946.0,0.049911691230058335,3323.0125962151424
720,-9879.0,0.049911691230058335,3152.5110202789306
721,-4424.0,0.049911691230058335,3237.1589358011884
722,-3343.0,0.049911691230058335,3266.882877137926
723,-4674.0,0.049911691230058335,3230.541301070319
724,-4091.0,0.049911691230058335,3213.889572207133
725,-3192.0,0.049911691230058335,3203.9592245737713
726,-7183.0,0.049911691230058335,3111.8588443332246
727,-5491.0,0.049911691230058335,3117.267686229282
728,-4715.0,0.049911691230058335,2993.6853839026558
729,-3859.0,0.049911691230058335,3069.439677344428
730,-3972.0,0.049911691230058335,2968.4671831342907
731,-4654.0,0.049911691230058335,3090.7626602808637
732,-6468.0,0.049911691230058335,3088.6459129121567
733,-3644.0,0.049911691230058335,3281.24962632921
734,-5666.0,0.049911691230058335,3130.8969992743596
735,-5830.0,0.049911691230058335,3010.42443546719
736,-4571.0,0.049911691230058335,3053.1949777815075
737,-4621.0,0.049911691230058335,3270.4024913363987
738,-5735.0,0.049911691230058335,3285.372680473328
739,-4533.0,0.049911691230058335,3062.3471316019695
740,-5157.0,0.049911691230058335,3047.049155256483
741,-9305.0,0.049911691230058335,3130.7389188130696
742,-7519.0,0.049911691230058335,3306.396805742052
743,-8380.0,0.049911691230058335,3336.509517288208
744,-6076.0,0.049911691230058335,3398.091784286499
745,-3278.0,0.049911691230058335,3544.617097006904
746,-3401.0,0.049911691230058335,3446.0457077450224
747,-3481.0,0.049911691230058335,3401.464020114475
748,-3398.0,0.049911691230058335,3292.0288942125107
749,-3336.0,0.049911691230058335,3486.285715527005
750,-9530.0,0.049911691230058335,3428.1281212700737
751,-5039.0,0.049911691230058335,3525.7132327185736
752,-3924.0,0.049911691230058335,3503.216891712613
753,-3716.0,0.049911691230058335,3544.6484753926593
754,-3802.0,0.049911691230058335,3617.6603313022188
755,-4436.0,0.049911691230058335,3478.79544406467
756,-4106.0,0.049911691230058335,3592.1158791859943
757,-4209.0,0.049911691230058335,3446.769893391927
758,-7693.0,0.049911691230058335,3471.500734032525
759,-4684.0,0.049911691230058335,3368.327616712782
760,-3543.0,0.049911691230058335,3460.6794430626765
761,-4484.0,0.049911691230058335,3464.0502834743925
762,-4283.0,0.049911691230058335,3555.00856590271
763,-6796.0,0.049911691230058335,3301.7027720981173
764,-4643.0,0.049911691230058335,3409.8284411536324
765,-7521.0,0.049911691230058335,3366.378510623508
766,-4539.0,0.049911691230058335,3620.4486013624405
767,-3877.0,0.049911691230058335,3465.6763042026096
768,-6078.0,0.049911691230058335,3161.512118318346
769,-5423.0,0.049911691230058335,3437.0685501098633
770,-5590.0,0.049911691230058335,3285.799745686849
771,-3788.0,0.049911691230058335,3134.7120609283447
772,-5014.0,0.049911691230058335,3026.6601692199706
773,-5064.0,0.049911691230058335,2852.160153558519
774,-5226.0,0.049911691230058335,2926.173045794169
775,-7193.0,0.049911691230058335,3103.1608078426784
776,-7360.0,0.049911691230058335,2954.7636940638226
777,-4245.0,0.049911691230058335,3010.0423059675427
778,-4496.0,0.049911691230058335,3091.7604406992596
779,-5195.0,0.049911691230058335,2980.0058080249364
780,-5745.0,0.049911691230058335,2998.3784212536284
781,-4599.0,0.049911691230058335,3106.8537352667913
782,-5618.0,0.049911691230058335,2829.0175383885703
783,-6385.0,0.049911691230058335,2756.6279964023165
784,-4018.0,0.049911691230058335,3200.8364402770994
785,-6659.0,0.049911691230058335,2841.0481773588394
786,-9580.0,0.049911691230058335,2874.599252488878
787,-3749.0,0.049911691230058335,2606.274587504069
788,-5173.0,0.049911691230058335,2645.4123944388493
789,-5203.0,0.049911691230058335,2714.802659310235
790,-3918.0,0.049911691230058335,2718.8816189236113
791,-3464.0,0.049911691230058335,2592.924926779005
792,-3606.0,0.049911691230058335,2813.7536739349366
793,-3106.0,0.049911691230058335,2706.7883482191296
794,-4143.0,0.049911691230058335,2848.227046415541
795,-4718.0,0.049911691230058335,2781.2293838500977
796,-3876.0,0.049911691230058335,2669.3830285814074
797,-5571.0,0.049911691230058335,2632.6300642437404
798,-14383.0,0.049911691230058335,2542.4699968338014
799,-5295.0,0.049911691230058335,2770.9647396299574
800,-8986.0,0.049911691230058335,2713.5446946250067
801,-10250.0,0.049911691230058335,2865.813444942898
802,-3083.0,0.049911691230058335,2573.725638135274
803,-6325.0,0.049911691230058335,2697.861112340291
804,-3894.0,0.049911691230058335,2584.3714248869155
805,-6915.0,0.049911691230058335,2510.304119067722
806,-5536.0,0.049911691230058335,2712.6009916941325
807,-4443.0,0.049911691230058335,2597.75923675961
808,-3981.0,0.049911691230058335,2498.6558625327216
809,-7974.0,0.049911691230058335,2614.0904291152956
810,-3993.0,0.049911691230058335,2551.686807780796
811,-4757.0,0.049911691230058335,2551.960007264879
812,-3830.0,0.049911691230058335,2673.0964746687146
813,-5467.0,0.049911691230058335,2661.3254060109457
814,-3827.0,0.049911691230058335,2812.612247806125
815,-8302.0,0.049911691230058335,2573.542417801751
816,-4546.0,0.049911691230058335,2582.048266389635
817,-3396.0,0.049911691230058335,2678.4568586561413
818,-4731.0,0.049911691230058335,2678.0409665849475
819,-4295.0,0.049911691230058335,2746.2489729563395
820,-3898.0,0.049911691230058335,2713.2632902145388
821,-9163.0,0.049911691230058335,2617.9649527019924
822,-3659.0,0.049911691230058335,2789.666729270087
823,-3631.0,0.049911691230058335,2792.9846361796062
824,-3960.0,0.049911691230058335,2807.2562302271526
825,-7830.0,0.049911691230058335,2628.5037183973523
826,-5335.0,0.049911691230058335,2664.6663292778862
827,-6068.0,0.049911691230058335,2652.91907204522
828,-5848.0,0.049911691230058335,2844.284835942586
829,-3779.0,0.049911691230058335,2881.4981426239015
830,-3020.0,0.049911691230058335,2837.065160814921
831,-3628.0,0.049911691230058335,2948.470828798082
832,-5111.0,0.049911691230058335,2925.3262345208063
833,-3719.0,0.049911691230058335,2785.6266850683423
834,-9289.0,0.049911691230058335,2959.823198170132
835,-3302.0,0.049911691230058335,2896.537058427599
836,-3430.0,0.049911691230058335,2781.995792388916
837,-3062.0,0.049911691230058335,2831.473542488946
838,-4943.0,0.049911691230058335,2988.4749563217165
839,-5238.0,0.049911691230058335,2722.840233506097
840,-7820.0,0.049911691230058335,2683.217955610487
841,-10655.0,0.049911691230058335,2641.6410635206435
842,-4344.0,0.049911691230058335,3082.678250418769
843,-3414.0,0.049911691230058335,2896.67677737342
844,-3508.0,0.049911691230058335,2868.952768580119
845,-4548.0,0.049911691230058335,3080.947626071506
846,-3230.0,0.049911691230058335,3087.6641738891603
847,-4763.0,0.049911691230058335,3140.5397545284695
848,-4437.0,0.049911691230058335,3238.2333432939317
849,-4100.0,0.049911691230058335,3032.168307961358
850,-4505.0,0.049911691230058335,3261.342553838094
851,-5618.0,0.049911691230058335,2917.068358272976
852,-5273.0,0.049911691230058335,2972.213078520033
853,-4413.0,0.049911691230058335,2820.6627901077272
854,-2824.0,0.049911691230058335,3034.7079779730902
855,-5190.0,0.049911691230058335,2897.0149828592935
856,-7076.0,0.049911691230058335,2947.4221737331814
857,-5109.0,0.049911691230058335,2989.147206560771
858,-4463.0,0.049911691230058335,3010.8199749840633
859,-8178.0,0.049911691230058335,3053.1480430814954
860,-5572.0,0.049911691230058335,3093.0977587170073
861,-5448.0,0.049911691230058335,3062.783198822869
862,-7456.0,0.049911691230058335,2985.9542610380386
863,-3092.0,0.049911691230058335,3022.3476946724786
864,-5381.0,0.049911691230058335,3105.3012756347657
865,-3174.0,0.049911691230058335,2916.53057407803
866,-4681.0,0.049911691230058335,2891.744262928433
867,-2778.0,0.049911691230058335,2975.695791943868
868,-5965.0,0.049911691230058335,2842.530298890008
869,-3406.0,0.049911691230058335,3112.558477168613
870,-4385.0,0.049911691230058335,2985.571767319573
871,-8610.0,0.049911691230058335,2886.0351672702363
872,-6554.0,0.049911691230058335,3007.9087824079725
873,-5638.0,0.049911691230058335,2983.0673094855415
874,-3478.0,0.049911691230058335,2913.087422667609
875,-3297.0,0.049911691230058335,2907.296256128947
876,-3146.0,0.049911691230058335,3051.7336156845095
877,-5007.0,0.049911691230058335,3228.1380167431303
878,-3851.0,0.049911691230058335,3178.623643260532
879,-5631.0,0.049911691230058335,3150.351902304755
880,-7831.0,0.049911691230058335,3122.7132115046184
881,-6220.0,0.049911691230058335,3237.088308631049
882,-9504.0,0.049911691230058335,2932.228865559896
883,-7686.0,0.049911691230058335,2874.489014646742
884,-4712.0,0.049911691230058335,2992.844125323825
885,-5104.0,0.049911691230058335,3026.356560728285
886,-4864.0,0.049911691230058335,3090.664881324768
887,-3609.0,0.049911691230058335,3016.126661237081
888,-4587.0,0.049911691230058335,3047.1565101623537
889,-3630.0,0.049911691230058335,3046.8941550360787
890,-3311.0,0.049911691230058335,2996.373080147637
891,-3214.0,0.049911691230058335,2849.2590918223063
892,-3535.0,0.049911691230058335,2717.9108677758113
893,-4411.0,0.049911691230058335,2837.161529795329
894,-6595.0,0.049911691230058335,2948.31330042945
895,-4641.0,0.049911691230058335,2850.7382485071817
896,-3627.0,0.049911691230058335,2881.55764181349
897,-5318.0,0.049911691230058335,3022.382292281257
898,-5849.0,0.049911691230058335,3107.1507668389213
899,-4471.0,0.049911691230058335,3042.5932857513426
900,-4488.0,0.049911691230058335,2940.3601604037813
901,-3526.0,0.049911691230058335,2881.2552295154997
902,-3565.0,0.049911691230058335,2877.117783355713
903,-4768.0,0.049911691230058335,3027.440298822191
904,-5850.0,0.049911691230058335,2865.2745678159927
905,-2918.0,0.049911691230058335,2997.6313429938423
906,-5210.0,0.049911691230058335,3046.0254155900743
907,-3957.0,0.049911691230058335,2883.304783270094
908,-4620.0,0.049911691230058335,3037.73497144911
909,-5642.0,0.049911691230058335,2976.3333527035184
910,-5025.0,0.049911691230058335,2925.9303577423098
911,-7993.0,0.049911691230058335,3078.1954238467747
912,-3854.0,0.049911691230058335,2929.61516901652
913,-7473.0,0.049911691230058335,2924.5084300147164
914,-4250.0,0.049911691230058335,2902.266971566942
915,-3562.0,0.049911691230058335,2877.449032825894
916,-5271.0,0.049911691230058335,2868.691546016269
917,-8202.0,0.049911691230058335,2656.3898106045194
918,-4048.0,0.049911691230058335,2698.744558016459
919,-4905.0,0.049911691230058335,2602.522772301568
920,-6222.0,0.049911691230058335,2708.9070354885525
921,-3220.0,0.049911691230058335,2678.996135499742
922,-6046.0,0.049911691230058335,2715.39007519616
923,-3721.0,0.049911691230058335,2849.1029453489514
924,-3560.0,0.049911691230058335,2781.092196867201
925,-4982.0,0.049911691230058335,2756.553639708625
926,-5040.0,0.049911691230058335,2447.2897378921507
927,-3644.0,0.049911691230058335,2834.2608805974323
928,-7708.0,0.049911691230058335,2944.1191646364
929,-6083.0,0.049911691230058335,2843.1838048087225
930,-3942.0,0.049911691230058335,2817.137800619337
931,-7898.0,0.049911691230058335,2816.3350927140978
932,-4101.0,0.049911691230058335,2756.605183474223
933,-4294.0,0.049911691230058335,2727.287324990167
934,-5111.0,0.049911691230058335,2815.990345403883
935,-6186.0,0.049911691230058335,2870.1321142408583
936,-5829.0,0.049911691230058335,2748.5304336335926
937,-3111.0,0.049911691230058335,3093.900806321038
938,-5469.0,0.049911691230058335,2965.544445906745
939,-7129.0,0.049911691230058335,3129.4120769076876
940,-3633.0,0.049911691230058335,2814.6520208146835
941,-4432.0,0.049911691230058335,2953.946894730462
942,-5662.0,0.049911691230058335,2717.5171330981784
943,-3674.0,0.049911691230058335,2599.801498307122
944,-5236.0,0.049911691230058335,2624.9441737916736
945,-7681.0,0.049911691230058335,2618.007563633389
946,-5831.0,0.049911691230058335,2672.365680864122
947,-9798.0,0.049911691230058335,2761.098716693454
948,-9624.0,0.049911691230058335,2800.6829402923586
949,-5428.0,0.049911691230058335,2729.326472960578
950,-3673.0,0.049911691230058335,2881.058943748474
951,-5210.0,0.049911691230058335,2902.913681877984
952,-7826.0,0.049911691230058335,3108.8320768992107
953,-6301.0,0.049911691230058335,2831.2183220333523
954,-4582.0,0.049911691230058335,2914.4137619866265
955,-3362.0,0.049911691230058335,2763.3449005762736
956,-3779.0,0.049911691230058335,2791.846479203966
957,-4212.0,0.049911691230058335,2758.9638796700374
958,-7525.0,0.049911691230058335,2878.0295616997614
959,-3823.0,0.049911691230058335,2970.938731002808
960,-4886.0,0.049911691230058335,2773.084835857815
961,-3093.0,0.049911691230058335,2787.0826130549112
962,-5332.0,0.049911691230058335,2523.4696051915485
963,-3464.0,0.049911691230058335,2672.1418466567993
964,-4901.0,0.049911691230058335,2796.768209203084
965,-3073.0,0.049911691230058335,2377.6053683598834
966,-3181.0,0.049911691230058335,2697.3286533355713
967,-7330.0,0.049911691230058335,2538.661945491367
968,-6723.0,0.049911691230058335,2439.1764691034955
969,-3701.0,0.049911691230058335,2424.7425855848523
970,-10800.0,0.049911691230058335,2534.1651216718888
971,-3186.0,0.049911691230058335,2630.234043820699
972,-4329.0,0.049911691230058335,2497.3034925460815
973,-2849.0,0.049911691230058335,2634.92211411794
974,-8726.0,0.049911691230058335,2578.83587958018
975,-3510.0,0.049911691230058335,2611.7229862213135
976,-4632.0,0.049911691230058335,2704.9019156773884
977,-3634.0,0.049911691230058335,2725.861296293471
978,-3562.0,0.049911691230058335,2571.711525026957
979,-6143.0,0.049911691230058335,2666.5380362616643
980,-4367.0,0.049911691230058335,2536.294894917806
981,-4984.0,0.049911691230058335,2528.6566230562
982,-14578.0,0.049911691230058335,2589.0040753682456
983,-5996.0,0.049911691230058335,2530.5753761291503
984,-5248.0,0.049911691230058335,2484.7358588960437
985,-8216.0,0.049911691230058335,2465.468630811903
986,-9500.0,0.049911691230058335,2572.979556189643
987,-4531.0,0.049911691230058335,2578.1100570466783
988,-3393.0,0.049911691230058335,2628.5082695007322
989,-8297.0,0.049911691230058335,2628.916169887119
990,-3170.0,0.049911691230058335,2676.9166094462075
991,-3715.0,0.049911691230058335,2522.3880290985107
992,-4182.0,0.049911691230058335,2722.265960396661
993,-4507.0,0.049911691230058335,2695.2510026931764
994,-4222.0,0.049911691230058335,2606.513013543023
995,-3007.0,0.049911691230058335,2673.5118788401287
996,-3227.0,0.049911691230058335,2667.027194934421
997,-3195.0,0.049911691230058335,2675.7960225423176
998,-3575.0,0.049911691230058335,2719.119462352329
999,-4358.0,0.049911691230058335,2553.86928630405
1000,-4806.0,0.049911691230058335,2446.9566694895425
